序号,关键词ID,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均停留秒,是否零点击词,CPC,浏览深度,异常标记
1109,861,500635396,9657930100,4227.49,768,2244,0.5787,239,0,5.5045,2.9219,
1110,919,500635396,9657930100,0.0,0,0,,,1,,,
1111,998,500635396,9657930100,2.91,1,3,0.0,189,0,2.91,3.0,
1112,1380,500635396,9657930100,0.0,0,0,,,1,,,
1113,1934,500635396,9657930100,4656.78,2449,5135,0.6731,189,0,1.9015,2.0968,
1114,1998,500635396,9657930100,418.66,97,484,0.494,369,0,4.3161,4.9897,
1115,2253,500635396,9657930100,70.6,27,62,0.6364,295,0,2.6148,2.2963,
1116,2531,500635396,9657930100,0.0,0,0,,,1,,,
1117,2533,500635396,9657930100,172871.87,59522,156572,0.5621,222,0,2.9043,2.6305,
1118,2818,500635396,9657930100,13968.87,6980,12860,0.6439,136,0,2.0013,1.8424,
1119,2832,500635396,9657930100,164553.1,74970,173306,0.5672,212,0,2.1949,2.3117,
1120,2874,500635396,9657930100,103832.28,39270,110134,0.5535,234,0,2.6441,2.8045,
1121,2992,500635396,9657930100,10.54,3,38,0.0,686,0,3.5133,12.6667,
1122,3324,500635396,9657930100,0.0,0,0,,,1,,,
1123,3366,500635396,9657930100,513.5,239,700,0.5176,236,0,2.1485,2.9289,
1124,3408,500635396,9657930100,12956.21,6733,12890,0.5714,229,0,1.9243,1.9145,
1125,3567,500635396,9657930100,38819.52,16735,32505,0.6115,175,0,2.3197,1.9423,
1126,3587,500635396,9657930100,7.03,6,11,0.3333,77,0,1.1717,1.8333,
1127,3935,500635396,9657930100,0.0,0,0,,,1,,,
1128,4127,500635396,9657930100,20.95,13,14,0.8333,46,0,1.6115,1.0769,
1129,4196,500635396,9657930100,657.56,352,563,0.659,152,0,1.8681,1.5994,
1130,4482,500635396,9657930100,1556.31,396,1005,0.6404,197,0,3.9301,2.5379,
1131,4491,500635396,9657930100,0.0,0,0,,,1,,,
1132,4536,500635396,9657930100,48121.97,23315,52173,0.575,196,0,2.064,2.2377,
1133,4721,500635396,9657930100,72765.96,23486,55320,0.57,222,0,3.0983,2.3554,
1134,4766,500635396,9657930100,83.21,22,40,0.625,101,0,3.7823,1.8182,
1135,5166,500635396,9657930100,3.88,1,1,1.0,120,0,3.88,1.0,
1136,5331,500635396,9657930100,4160.45,2130,3953,0.7037,152,0,1.9533,1.8559,
1137,5337,500635396,9657930100,727.12,260,711,0.5821,193,0,2.7966,2.7346,
1138,5553,500635396,9657930100,71798.68,51724,100920,0.5765,187,0,1.3881,1.9511,
1139,5573,500635396,9657930100,10656.71,10553,10503,0.5927,209,0,1.0098,0.9953,浏览<点击
1140,5867,500635396,9657930100,24613.57,15146,13988,0.5599,213,0,1.6251,0.9235,浏览<点击
1141,5874,500635396,9657930100,18.64,22,61,0.6,100,0,0.8473,2.7727,
1142,6001,500635396,9657930100,182.78,71,244,0.5385,327,0,2.5744,3.4366,
1143,6023,500635396,9657930100,344.18,149,280,0.6667,207,0,2.3099,1.8792,
1144,6133,500635396,9657930100,2.08,2,2,1.0,120,0,1.04,1.0,
1145,6180,500635396,9657930100,1896.27,400,1364,0.4804,337,0,4.7407,3.41,
1146,6271,500635396,9657930100,17.47,11,9,1.0,53,0,1.5882,0.8182,浏览<点击
1147,6434,500635396,9657930100,89.74,49,76,0.7619,68,0,1.8314,1.551,
1148,6452,500635396,9657930100,5.59,5,4,1.0,33,0,1.118,0.8,浏览<点击
1149,6660,500635396,9657930100,4349.38,2727,5333,0.7072,181,0,1.5949,1.9556,
1150,373,500635396,9700005700,0.0,0,0,,,1,,,
1151,389,500635396,9700005700,6387.87,4897,24764,0.7273,68,0,1.3044,5.057,
1152,416,500635396,9700005700,2417.24,1207,507,0.6579,186,0,2.0027,0.42,浏览<点击
1153,459,500635396,9700005700,0.0,0,0,,,1,,,
1154,1191,500635396,9700005700,0.0,0,0,,,1,,,
1155,1800,500635396,9700005700,0.0,0,0,,,1,,,
1156,1900,500635396,9700005700,0.8,1,1,1.0,13,0,0.8,1.0,
1157,3020,500635396,9700005700,0.0,0,0,,,1,,,
1158,3371,500635396,9700005700,4326.98,2145,3643,0.6543,61,0,2.0172,1.6984,
1159,3785,500635396,9700005700,11.91,7,5,1.0,9,0,1.7014,0.7143,浏览<点击
1160,3897,500635396,9700005700,12164.19,1125,364,0.7423,257,0,10.8126,0.3236,CPC极高浏览<点击
1161,4956,500635396,9700005700,0.65,1,0,0.0,0,0,0.65,0.0,浏览<点击
1162,5120,500635396,9700005700,0.0,0,0,,,1,,,
1163,5248,500635396,9700005700,1.81,1,1,1.0,120,0,1.81,1.0,
1164,5453,500635396,9700005700,1623.0,2785,3265,0.6667,39,0,0.5828,1.1724,
1165,5963,500635396,9700005700,2.98,2,2,1.0,4,0,1.49,1.0,
1166,6656,500635396,9700005700,2.09,2,2,1.0,2,0,1.045,1.0,
1167,232,500635396,9773660250,2235.16,1712,3698,0.6848,189,0,1.3056,2.16,
1168,4514,500635396,9773660250,5.52,2,6,0.0,438,0,2.76,3.0,
1169,6586,500635396,9773660250,4114.5,2439,5984,0.6409,211,0,1.687,2.4535,
1170,3457,500635396,9773660250,13.65,5,11,0.25,187,0,2.73,2.2,
1171,4229,500635396,9773660250,65.11,48,251,0.4082,254,0,1.3565,5.2292,
1172,5384,500635396,9773660250,0.0,0,0,,,1,,,
1173,2,525368335,9811363528,0.0,0,0,,,1,,,
1174,4,525368335,9811363528,0.0,0,0,,,1,,,
1175,8,525368335,9811363528,0.0,0,0,,,1,,,
1176,17,525368335,9811363528,0.0,0,0,,,1,,,
1177,24,525368335,9811363528,0.0,0,0,,,1,,,
1178,32,525368335,9811363528,0.8,1,1,1.0,3,0,0.8,1.0,
1179,33,525368335,9811363528,183.41,75,149,0.7288,108,0,2.4455,1.9867,
1180,41,525368335,9811363528,0.0,0,0,,,1,,,
1181,47,525368335,9811363528,0.38,1,55,0.0,724,0,0.38,55.0,
1182,48,525368335,9811363528,58.58,11,7,1.0,43,0,5.3255,0.6364,浏览<点击
1183,54,525368335,9811363528,0.0,0,0,,,1,,,
1184,55,525368335,9811363528,0.0,0,0,,,1,,,
1185,57,525368335,9811363528,0.0,0,0,,,1,,,
1186,61,525368335,9811363528,6.13,8,11,0.75,13,0,0.7662,1.375,
1187,62,525368335,9811363528,0.0,0,0,,,1,,,
1188,74,525368335,9811363528,0.73,1,0,0.0,0,0,0.73,0.0,浏览<点击
1189,83,525368335,9811363528,0.0,0,0,,,1,,,
1190,90,525368335,9811363528,0.0,0,0,,,1,,,
1191,91,525368335,9811363528,36.38,6,2,1.0,120,0,6.0633,0.3333,浏览<点击
1192,98,525368335,9811363528,0.0,0,0,,,1,,,
1193,99,525368335,9811363528,0.0,0,0,,,1,,,
1194,100,525368335,9811363528,0.0,0,0,,,1,,,
1195,108,525368335,9811363528,0.0,0,0,,,1,,,
1196,110,525368335,9811363528,1.5,1,1,1.0,120,0,1.5,1.0,
1197,113,525368335,9811363528,1.44,1,1,1.0,9,0,1.44,1.0,
1198,120,525368335,9811363528,0.0,0,0,,,1,,,
1199,121,525368335,9811363528,0.0,0,0,,,1,,,
1200,122,525368335,9811363528,0.0,0,0,,,1,,,
1201,143,525368335,9811363528,0.0,0,0,,,1,,,
1202,144,525368335,9811363528,26.87,6,5,1.0,73,0,4.4783,0.8333,浏览<点击
1203,154,525368335,9811363528,1.48,2,0,0.0,0,0,0.74,0.0,浏览<点击
1204,159,525368335,9811363528,1.03,1,1,1.0,3,0,1.03,1.0,
1205,162,525368335,9811363528,14.99,5,4,1.0,62,0,2.998,0.8,浏览<点击
1206,172,525368335,9811363528,0.95,1,1,1.0,3,0,0.95,1.0,
1207,173,525368335,9811363528,0.0,0,0,,,1,,,
1208,178,525368335,9811363528,0.0,0,0,,,1,,,
1209,181,525368335,9811363528,165.4,49,72,0.6875,134,0,3.3755,1.4694,
1210,190,525368335,9811363528,0.0,0,0,,,1,,,
1211,202,525368335,9811363528,6.04,7,6,0.8,87,0,0.8629,0.8571,浏览<点击
1212,206,525368335,9811363528,122.53,26,38,0.8125,93,0,4.7127,1.4615,
1213,213,525368335,9811363528,1.1,1,1,1.0,1,0,1.1,1.0,
1214,217,525368335,9811363528,0.0,0,0,,,1,,,
1215,229,525368335,9811363528,0.0,0,0,,,1,,,
1216,231,525368335,9811363528,0.0,0,0,,,1,,,
1217,235,525368335,9811363528,1.29,1,1,1.0,2,0,1.29,1.0,
1218,247,525368335,9811363528,0.0,0,0,,,1,,,
1219,257,525368335,9811363528,3.48,3,16,0.3333,794,0,1.16,5.3333,
1220,263,525368335,9811363528,1.31,2,2,1.0,15,0,0.655,1.0,
1221,265,525368335,9811363528,0.0,0,0,,,1,,,
1222,268,525368335,9811363528,10.55,14,8,0.8571,78,0,0.7536,0.5714,浏览<点击
1223,269,525368335,9811363528,0.0,0,0,,,1,,,
1224,270,525368335,9811363528,263.36,50,167,0.6512,163,0,5.2672,3.34,
1225,273,525368335,9811363528,0.0,0,0,,,1,,,
1226,276,525368335,9811363528,0.0,0,0,,,1,,,
1227,290,525368335,9811363528,0.0,0,0,,,1,,,
1228,295,525368335,9811363528,2.99,4,4,0.6667,8,0,0.7475,1.0,
1229,303,525368335,9811363528,1.3,2,2,1.0,62,0,0.65,1.0,
1230,307,525368335,9811363528,7.98,7,39,0.6667,946,0,1.14,5.5714,
1231,317,525368335,9811363528,5.17,5,2,1.0,2,0,1.034,0.4,浏览<点击
1232,332,525368335,9811363528,0.0,0,0,,,1,,,
1233,362,525368335,9811363528,0.0,0,0,,,1,,,
1234,363,525368335,9811363528,1.21,1,9,0.0,187,0,1.21,9.0,
1235,367,525368335,9811363528,0.0,0,0,,,1,,,
1236,377,525368335,9811363528,2.08,2,1,1.0,120,0,1.04,0.5,浏览<点击
1237,378,525368335,9811363528,0.59,1,0,0.0,0,0,0.59,0.0,浏览<点击
1238,386,525368335,9811363528,0.0,0,0,,,1,,,
1239,396,525368335,9811363528,4.0,8,5,0.75,132,0,0.5,0.625,浏览<点击
1240,408,525368335,9811363528,0.0,0,0,,,1,,,
1241,424,525368335,9811363528,0.0,0,0,,,1,,,
1242,432,525368335,9811363528,2.08,3,0,0.0,0,0,0.6933,0.0,浏览<点击
1243,433,525368335,9811363528,438.82,72,332,0.4746,375,0,6.0947,4.6111,
1244,435,525368335,9811363528,0.7,1,0,0.0,0,0,0.7,0.0,浏览<点击
1245,444,525368335,9811363528,0.0,0,0,,,1,,,
1246,451,525368335,9811363528,0.0,0,0,,,1,,,
1247,461,525368335,9811363528,13.69,13,8,1.0,101,0,1.0531,0.6154,浏览<点击
1248,469,525368335,9811363528,124.59,25,119,0.7143,438,0,4.9836,4.76,
1249,472,525368335,9811363528,2.19,4,6,0.6667,22,0,0.5475,1.5,
1250,479,525368335,9811363528,0.0,0,0,,,1,,,
1251,488,525368335,9811363528,0.0,0,0,,,1,,,
1252,493,525368335,9811363528,0.55,1,0,0.0,0,0,0.55,0.0,浏览<点击
1253,500,525368335,9811363528,0.0,0,0,,,1,,,
1254,501,525368335,9811363528,1.81,3,2,1.0,165,0,0.6033,0.6667,浏览<点击
1255,503,525368335,9811363528,0.0,0,0,,,1,,,
1256,506,525368335,9811363528,0.0,0,0,,,1,,,
1257,516,525368335,9811363528,7.59,6,4,0.6667,87,0,1.265,0.6667,浏览<点击
1258,528,525368335,9811363528,0.0,0,0,,,1,,,
1259,543,525368335,9811363528,1.58,3,3,1.0,42,0,0.5267,1.0,
1260,557,525368335,9811363528,111.75,13,26,0.6,169,0,8.5962,2.0,
1261,560,525368335,9811363528,1.56,3,5,0.0,239,0,0.52,1.6667,
1262,561,525368335,9811363528,1.12,2,2,1.0,120,0,0.56,1.0,
1263,563,525368335,9811363528,0.0,0,0,,,1,,,
1264,565,525368335,9811363528,0.0,0,0,,,1,,,
1265,568,525368335,9811363528,2.89,2,4,0.0,262,0,1.445,2.0,
1266,572,525368335,9811363528,126.06,22,26,0.9474,45,0,5.73,1.1818,
1267,579,525368335,9811363528,12.94,14,25,0.6154,85,0,0.9243,1.7857,
1268,588,525368335,9811363528,11.97,13,12,1.0,15,0,0.9208,0.9231,浏览<点击
1269,592,525368335,9811363528,0.0,0,0,,,1,,,
1270,593,525368335,9811363528,0.0,0,0,,,1,,,
1271,596,525368335,9811363528,0.0,0,0,,,1,,,
1272,597,525368335,9811363528,0.87,1,1,1.0,3,0,0.87,1.0,
1273,607,525368335,9811363528,0.0,0,0,,,1,,,
1274,609,525368335,9811363528,7.94,8,14,0.5,238,0,0.9925,1.75,
1275,613,525368335,9811363528,0.0,0,0,,,1,,,
1276,618,525368335,9811363528,8.11,8,37,0.6667,128,0,1.0138,4.625,
1277,625,525368335,9811363528,33.59,37,30,0.84,96,0,0.9078,0.8108,浏览<点击
1278,627,525368335,9811363528,0.0,0,0,,,1,,,
1279,640,525368335,9811363528,432.45,35,165,0.3871,337,0,12.3557,4.7143,CPC极高
1280,644,525368335,9811363528,0.97,2,2,1.0,64,0,0.485,1.0,
1281,649,525368335,9811363528,0.0,0,0,,,1,,,
1282,652,525368335,9811363528,0.0,0,0,,,1,,,
1283,653,525368335,9811363528,570.08,73,221,0.597,259,0,7.8093,3.0274,
1284,660,525368335,9811363528,2.76,3,4,0.5,25,0,0.92,1.3333,
1285,661,525368335,9811363528,2.71,2,2,1.0,15,0,1.355,1.0,
1286,664,525368335,9811363528,0.0,0,0,,,1,,,
1287,665,525368335,9811363528,0.0,0,0,,,1,,,
1288,666,525368335,9811363528,6.06,6,9,0.75,210,0,1.01,1.5,
1289,669,525368335,9811363528,1.5,1,1,1.0,120,0,1.5,1.0,
1290,671,525368335,9811363528,0.0,0,0,,,1,,,
1291,674,525368335,9811363528,5.07,4,4,1.0,62,0,1.2675,1.0,
1292,677,525368335,9811363528,0.0,0,0,,,1,,,
1293,681,525368335,9811363528,0.0,0,0,,,1,,,
1294,688,525368335,9811363528,0.0,0,0,,,1,,,
1295,709,525368335,9811363528,1363.47,2319,263,0.9787,79,0,0.588,0.1134,浏览<点击
1296,710,525368335,9811363528,6.56,8,16,0.8571,98,0,0.82,2.0,
1297,716,525368335,9811363528,0.0,0,0,,,1,,,
1298,719,525368335,9811363528,0.0,0,0,,,1,,,
1299,720,525368335,9811363528,30.61,26,23,0.875,71,0,1.1773,0.8846,浏览<点击
1300,725,525368335,9811363528,6.12,7,2,1.0,63,0,0.8743,0.2857,浏览<点击
1301,729,525368335,9811363528,0.0,0,0,,,1,,,
1302,733,525368335,9811363528,0.0,0,0,,,1,,,
1303,735,525368335,9811363528,23.37,23,24,0.7692,261,0,1.0161,1.0435,
1304,751,525368335,9811363528,118.97,21,76,0.5294,589,0,5.6652,3.619,
1305,752,525368335,9811363528,5.46,8,7,1.0,74,0,0.6825,0.875,浏览<点击
1306,753,525368335,9811363528,0.0,0,0,,,1,,,
1307,759,525368335,9811363528,12.71,15,6,0.8,82,0,0.8473,0.4,浏览<点击
1308,763,525368335,9811363528,0.0,0,0,,,1,,,
1309,765,525368335,9811363528,0.0,0,0,,,1,,,
1310,766,525368335,9811363528,6.28,4,4,1.0,6,0,1.57,1.0,
1311,775,525368335,9811363528,0.0,0,0,,,1,,,
1312,785,525368335,9811363528,0.15,1,1,1.0,120,0,0.15,1.0,
1313,799,525368335,9811363528,0.0,0,0,,,1,,,
1314,805,525368335,9811363528,0.0,0,0,,,1,,,
1315,809,525368335,9811363528,6.97,2,4,0.5,60,0,3.485,2.0,
1316,810,525368335,9811363528,1.87,1,1,1.0,8,0,1.87,1.0,
1317,825,525368335,9811363528,0.0,0,0,,,1,,,
1318,829,525368335,9811363528,112.68,22,79,0.5625,234,0,5.1218,3.5909,
1319,831,525368335,9811363528,1.96,2,4,0.5,148,0,0.98,2.0,
1320,834,525368335,9811363528,0.0,0,0,,,1,,,
1321,836,525368335,9811363528,22.95,53,54,0.7895,119,0,0.433,1.0189,
1322,848,525368335,9811363528,8.34,8,27,0.5714,254,0,1.0425,3.375,
1323,850,525368335,9811363528,0.0,0,0,,,1,,,
1324,851,525368335,9811363528,0.0,0,0,,,1,,,
1325,860,525368335,9811363528,0.0,0,0,,,1,,,
1326,874,525368335,9811363528,16.71,15,34,0.7692,140,0,1.114,2.2667,
1327,884,525368335,9811363528,4.94,5,4,1.0,42,0,0.988,0.8,浏览<点击
1328,888,525368335,9811363528,244.33,31,104,0.5769,291,0,7.8816,3.3548,
1329,901,525368335,9811363528,2.85,3,2,1.0,8,0,0.95,0.6667,浏览<点击
1330,905,525368335,9811363528,0.75,1,0,0.0,0,0,0.75,0.0,浏览<点击
1331,911,525368335,9811363528,1.96,4,4,1.0,64,0,0.49,1.0,
1332,912,525368335,9811363528,116.42,16,8,1.0,252,0,7.2762,0.5,浏览<点击
1333,926,525368335,9811363528,1346.58,500,94,0.954,120,0,2.6932,0.188,浏览<点击
1334,937,525368335,9811363528,286.55,134,107,0.908,103,0,2.1384,0.7985,浏览<点击
1335,944,525368335,9811363528,1.08,3,3,1.0,83,0,0.36,1.0,
1336,954,525368335,9811363528,22.07,35,90,0.72,249,0,0.6306,2.5714,
1337,957,525368335,9811363528,11.4,9,31,0.4444,121,0,1.2667,3.4444,
1338,984,525368335,9811363528,10.36,11,8,1.0,40,0,0.9418,0.7273,浏览<点击
1339,989,525368335,9811363528,2.24,3,3,1.0,54,0,0.7467,1.0,
1340,993,525368335,9811363528,2.26,4,5,0.75,51,0,0.565,1.25,
1341,1010,525368335,9811363528,4.3,4,2,1.0,120,0,1.075,0.5,浏览<点击
1342,1014,525368335,9811363528,2.6,4,4,1.0,97,0,0.65,1.0,
1343,1018,525368335,9811363528,0.0,0,0,,,1,,,
1344,1022,525368335,9811363528,0.0,0,0,,,1,,,
1345,1030,525368335,9811363528,0.0,0,0,,,1,,,
1346,1034,525368335,9811363528,0.0,0,0,,,1,,,
1347,1038,525368335,9811363528,0.0,0,0,,,1,,,
1348,1046,525368335,9811363528,0.0,0,0,,,1,,,
1349,1047,525368335,9811363528,0.0,0,0,,,1,,,
1350,1050,525368335,9811363528,0.0,0,0,,,1,,,
1351,1060,525368335,9811363528,0.0,0,0,,,1,,,
1352,1074,525368335,9811363528,0.0,0,0,,,1,,,
1353,1075,525368335,9811363528,0.0,0,0,,,1,,,
1354,1081,525368335,9811363528,0.0,0,0,,,1,,,
1355,1087,525368335,9811363528,0.0,0,0,,,1,,,
1356,1093,525368335,9811363528,6.03,5,6,0.8,17,0,1.206,1.2,
1357,1124,525368335,9811363528,6.52,6,3,1.0,75,0,1.0867,0.5,浏览<点击
1358,1131,525368335,9811363528,8.44,10,3,1.0,72,0,0.844,0.3,浏览<点击
1359,1135,525368335,9811363528,1.46,1,1,1.0,3,0,1.46,1.0,
1360,1136,525368335,9811363528,0.15,1,1,1.0,10,0,0.15,1.0,
1361,1137,525368335,9811363528,0.0,0,0,,,1,,,
1362,1143,525368335,9811363528,7.32,5,4,1.0,37,0,1.464,0.8,浏览<点击
1363,1148,525368335,9811363528,0.0,0,0,,,1,,,
1364,1149,525368335,9811363528,0.37,1,1,1.0,0,0,0.37,1.0,
1365,1159,525368335,9811363528,10.33,9,11,0.7143,34,0,1.1478,1.2222,
1366,1161,525368335,9811363528,0.0,0,0,,,1,,,
1367,1167,525368335,9811363528,1264.77,257,325,0.8144,111,0,4.9213,1.2646,
1368,1169,525368335,9811363528,0.0,0,0,,,1,,,
1369,1172,525368335,9811363528,0.0,0,0,,,1,,,
1370,1184,525368335,9811363528,0.0,0,0,,,1,,,
1371,1187,525368335,9811363528,0.0,0,0,,,1,,,
1372,1188,525368335,9811363528,0.39,1,1,1.0,120,0,0.39,1.0,
1373,1194,525368335,9811363528,3.39,3,3,1.0,1,0,1.13,1.0,
1374,1196,525368335,9811363528,25.68,26,5,1.0,433,0,0.9877,0.1923,浏览<点击
1375,1199,525368335,9811363528,0.0,0,0,,,1,,,
1376,1205,525368335,9811363528,12.68,11,18,0.7143,116,0,1.1527,1.6364,
1377,1209,525368335,9811363528,21.0,22,86,0.7,141,0,0.9545,3.9091,
1378,1216,525368335,9811363528,0.0,0,0,,,1,,,
1379,1217,525368335,9811363528,11.05,12,16,0.9,73,0,0.9208,1.3333,
1380,1221,525368335,9811363528,0.0,0,0,,,1,,,
1381,1225,525368335,9811363528,0.0,0,0,,,1,,,
1382,1233,525368335,9811363528,3.36,2,3,0.0,225,0,1.68,1.5,
1383,1235,525368335,9811363528,10.08,10,27,0.6,119,0,1.008,2.7,
1384,1236,525368335,9811363528,1.34,2,0,0.0,0,0,0.67,0.0,浏览<点击
1385,1241,525368335,9811363528,24.82,23,67,0.65,177,0,1.0791,2.913,
1386,1244,525368335,9811363528,0.0,0,0,,,1,,,
1387,1245,525368335,9811363528,0.0,0,0,,,1,,,
1388,1255,525368335,9811363528,1.5,1,1,1.0,10,0,1.5,1.0,
1389,1257,525368335,9811363528,0.61,1,1,1.0,120,0,0.61,1.0,
1390,1265,525368335,9811363528,4.26,1,1,1.0,10,0,4.26,1.0,
1391,1270,525368335,9811363528,16.29,16,160,0.6429,1163,0,1.0181,10.0,
1392,1278,525368335,9811363528,0.0,0,0,,,1,,,
1393,1280,525368335,9811363528,0.0,0,0,,,1,,,
1394,1281,525368335,9811363528,0.0,0,0,,,1,,,
1395,1282,525368335,9811363528,0.65,1,0,0.0,0,0,0.65,0.0,浏览<点击
1396,1289,525368335,9811363528,0.0,0,0,,,1,,,
1397,1292,525368335,9811363528,6.18,8,15,0.5714,48,0,0.7725,1.875,
1398,1294,525368335,9811363528,1.3,2,2,1.0,22,0,0.65,1.0,
1399,1295,525368335,9811363528,0.23,1,1,1.0,5,0,0.23,1.0,
1400,1296,525368335,9811363528,10.54,6,14,0.3333,343,0,1.7567,2.3333,
1401,1303,525368335,9811363528,0.0,0,0,,,1,,,
1402,1308,525368335,9811363528,44.83,48,61,0.7,168,0,0.934,1.2708,
1403,1311,525368335,9811363528,0.0,0,0,,,1,,,
1404,1315,525368335,9811363528,0.63,1,0,0.0,0,0,0.63,0.0,浏览<点击
1405,1318,525368335,9811363528,239.2,249,245,0.8079,91,0,0.9606,0.9839,浏览<点击
1406,1323,525368335,9811363528,16.79,16,60,0.5,247,0,1.0494,3.75,
1407,1325,525368335,9811363528,5.23,8,63,0.5,909,0,0.6538,7.875,
1408,1327,525368335,9811363528,8.67,6,34,0.4,505,0,1.445,5.6667,
1409,1337,525368335,9811363528,0.15,1,1,1.0,2,0,0.15,1.0,
1410,1351,525368335,9811363528,0.0,0,0,,,1,,,
1411,1353,525368335,9811363528,113.91,107,560,0.3587,341,0,1.0646,5.2336,
1412,1370,525368335,9811363528,1.66,2,2,1.0,4,0,0.83,1.0,
1413,1375,525368335,9811363528,0.0,0,0,,,1,,,
1414,1381,525368335,9811363528,2.27,3,2,1.0,61,0,0.7567,0.6667,浏览<点击
1415,1387,525368335,9811363528,0.0,0,0,,,1,,,
1416,1396,525368335,9811363528,0.0,0,0,,,1,,,
1417,1397,525368335,9811363528,0.0,0,0,,,1,,,
1418,1398,525368335,9811363528,5.87,4,4,0.6667,87,0,1.4675,1.0,
1419,1400,525368335,9811363528,0.0,0,0,,,1,,,
1420,1402,525368335,9811363528,0.75,1,1,1.0,120,0,0.75,1.0,
1421,1414,525368335,9811363528,0.0,0,0,,,1,,,
1422,1437,525368335,9811363528,19.68,21,43,0.75,89,0,0.9371,2.0476,
1423,1441,525368335,9811363528,34.01,50,42,0.8182,76,0,0.6802,0.84,浏览<点击
1424,1475,525368335,9811363528,0.0,0,0,,,1,,,
1425,1492,525368335,9811363528,0.0,0,0,,,1,,,
1426,1496,525368335,9811363528,0.0,0,0,,,1,,,
1427,1507,525368335,9811363528,0.0,0,0,,,1,,,
1428,1508,525368335,9811363528,0.0,0,0,,,1,,,
1429,1523,525368335,9811363528,7.77,7,9,0.8,172,0,1.11,1.2857,
1430,1525,525368335,9811363528,29.45,32,180,0.7241,400,0,0.9203,5.625,
1431,1533,525368335,9811363528,0.0,0,0,,,1,,,
1432,1535,525368335,9811363528,6.01,10,18,0.4,261,0,0.601,1.8,
1433,1537,525368335,9811363528,0.0,0,0,,,1,,,
1434,1561,525368335,9811363528,14.9,16,14,0.8333,95,0,0.9312,0.875,浏览<点击
1435,1564,525368335,9811363528,0.0,0,0,,,1,,,
1436,1575,525368335,9811363528,33.51,40,8,0.5,60,0,0.8378,0.2,浏览<点击
1437,1576,525368335,9811363528,0.0,0,0,,,1,,,
1438,1601,525368335,9811363528,0.0,0,0,,,1,,,
1439,1602,525368335,9811363528,0.0,0,0,,,1,,,
1440,1610,525368335,9811363528,9.46,9,5,1.0,33,0,1.0511,0.5556,浏览<点击
1441,1617,525368335,9811363528,3.61,3,2,1.0,2,0,1.2033,0.6667,浏览<点击
1442,1621,525368335,9811363528,0.0,0,0,,,1,,,
1443,1628,525368335,9811363528,2.96,3,14,0.3333,254,0,0.9867,4.6667,
1444,1629,525368335,9811363528,6.69,8,16,0.7143,339,0,0.8362,2.0,
1445,1638,525368335,9811363528,19.33,26,59,0.5789,120,0,0.7435,2.2692,
1446,1639,525368335,9811363528,0.0,0,0,,,1,,,
1447,1640,525368335,9811363528,0.0,0,0,,,1,,,
1448,1641,525368335,9811363528,0.34,1,1,1.0,1,0,0.34,1.0,
1449,1647,525368335,9811363528,0.0,0,0,,,1,,,
1450,1649,525368335,9811363528,12.97,12,31,0.6,160,0,1.0808,2.5833,
1451,1652,525368335,9811363528,2.48,3,2,1.0,2,0,0.8267,0.6667,浏览<点击
1452,1660,525368335,9811363528,24.25,18,38,0.6667,282,0,1.3472,2.1111,
1453,1670,525368335,9811363528,0.0,0,0,,,1,,,
1454,1672,525368335,9811363528,662.43,3390,507,0.9859,66,0,0.1954,0.1496,浏览<点击
1455,1677,525368335,9811363528,24.31,21,39,0.5333,188,0,1.1576,1.8571,
1456,1678,525368335,9811363528,5.64,6,10,0.75,396,0,0.94,1.6667,
1457,1688,525368335,9811363528,0.64,2,9,0.5,1179,0,0.32,4.5,
1458,1694,525368335,9811363528,0.85,2,11,0.5,668,0,0.425,5.5,
1459,1702,525368335,9811363528,0.0,0,0,,,1,,,
1460,1703,525368335,9811363528,0.0,0,0,,,1,,,
1461,1705,525368335,9811363528,14.22,13,33,0.7273,77,0,1.0938,2.5385,
1462,1716,525368335,9811363528,3.37,2,2,0.0,17,0,1.685,1.0,
1463,1717,525368335,9811363528,0.0,0,0,,,1,,,
1464,1718,525368335,9811363528,0.0,0,0,,,1,,,
1465,1719,525368335,9811363528,49.34,66,98,0.7381,114,0,0.7476,1.4848,
1466,1735,525368335,9811363528,0.0,0,0,,,1,,,
1467,1737,525368335,9811363528,0.0,0,0,,,1,,,
1468,1739,525368335,9811363528,0.0,0,0,,,1,,,
1469,1742,525368335,9811363528,13.43,15,37,0.6923,105,0,0.8953,2.4667,
1470,1756,525368335,9811363528,0.0,0,0,,,1,,,
1471,1765,525368335,9811363528,33.74,46,46,0.9286,70,0,0.7335,1.0,
1472,1766,525368335,9811363528,0.0,0,0,,,1,,,
1473,1797,525368335,9811363528,0.0,0,0,,,1,,,
1474,1816,525368335,9811363528,1.16,2,6,0.0,41,0,0.58,3.0,
1475,1827,525368335,9811363528,0.0,0,0,,,1,,,
1476,1869,525368335,9811363528,16.93,17,11,1.0,118,0,0.9959,0.6471,浏览<点击
1477,1879,525368335,9811363528,1.82,2,2,1.0,28,0,0.91,1.0,
1478,1881,525368335,9811363528,2.24,3,8,0.3333,530,0,0.7467,2.6667,
1479,1906,525368335,9811363528,0.81,1,1,1.0,0,0,0.81,1.0,
1480,1916,525368335,9811363528,1457.46,924,1318,0.698,174,0,1.5773,1.4264,
1481,1921,525368335,9811363528,0.0,0,0,,,1,,,
