日期,方案ID,推广单元ID,展现量,点击量,消费额,上方位展现量,上方首位展现量,上方位点击量,上方位消费额,CTR,上方位展现占比,首位展现占比,上方位点击占比,上方位消费占比,异常标记
2025-11-13,495403620,9628223555,5007,91,94.39,672,116,82,85.63,0.0182,0.1342,0.0232,0.9011,0.9072,
2025-11-13,495817671,9630806627,4303,25,26.86,274,57,16,18.64,0.0058,0.0637,0.0132,0.64,0.694,
2025-11-13,500635396,9657930100,43542,1742,6004.34,25536,5363,1721,5980.56,0.04,0.5865,0.1232,0.9879,0.996,
2025-11-13,500635396,9700005700,6,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-13,500635396,9773660250,12,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-13,525368335,9811363528,24750,34,21.66,203,109,27,17.59,0.0014,0.0082,0.0044,0.7941,0.8121,
2025-11-14,63563817,1841014603,814,41,45.65,138,117,32,31.97,0.0504,0.1695,0.1437,0.7805,0.7003,
2025-11-14,63563817,2526158329,75,0,0.0,1,0,0,0.0,0.0,0.0133,0.0,,,
2025-11-14,63563817,2874903000,595,13,20.36,118,49,13,20.36,0.0218,0.1983,0.0824,1.0,1.0,
2025-11-14,63563817,4190988309,1522,11,17.72,133,11,9,14.75,0.0072,0.0874,0.0072,0.8182,0.8324,
2025-11-14,63563817,4190988310,971,27,39.32,166,33,11,13.91,0.0278,0.171,0.034,0.4074,0.3538,
2025-11-14,495403620,8878077181,1447,1062,836.21,1407,1312,1061,834.99,0.7339,0.9724,0.9067,0.9991,0.9985,
2025-11-14,495403620,9628223555,5113,74,79.23,642,110,66,72.54,0.0145,0.1256,0.0215,0.8919,0.9156,
2025-11-14,495817671,9630806627,4275,25,21.85,254,44,12,11.5,0.0058,0.0594,0.0103,0.48,0.5263,
2025-11-14,500635396,9657930100,44423,1674,5575.39,22520,5134,1643,5527.51,0.0377,0.5069,0.1156,0.9815,0.9914,
2025-11-14,500635396,9773660250,11,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-14,525368335,9811363528,24076,23,15.71,147,69,9,8.32,0.001,0.0061,0.0029,0.3913,0.5296,
2025-11-15,63563817,1841014603,921,38,42.03,136,115,31,31.19,0.0413,0.1477,0.1249,0.8158,0.7421,
2025-11-15,63563817,2526158329,109,1,1.65,5,2,0,0.0,0.0092,0.0459,0.0183,0.0,0.0,
2025-11-15,63563817,2874903000,489,15,23.98,89,24,12,20.93,0.0307,0.182,0.0491,0.8,0.8728,
2025-11-15,63563817,4190988309,1472,16,18.92,136,25,13,16.29,0.0109,0.0924,0.017,0.8125,0.861,
2025-11-15,63563817,4190988310,961,29,40.9,115,27,11,14.74,0.0302,0.1197,0.0281,0.3793,0.3604,
2025-11-15,495403620,8878077181,1264,904,711.59,1232,1167,903,711.16,0.7152,0.9747,0.9233,0.9989,0.9994,
2025-11-15,495403620,9628223555,4840,62,61.61,578,87,53,53.65,0.0128,0.1194,0.018,0.8548,0.8708,
2025-11-15,495817671,9630806627,3924,23,26.39,240,53,16,19.45,0.0059,0.0612,0.0135,0.6957,0.737,
2025-11-15,500635396,9657930100,40648,1487,4945.44,21621,4220,1453,4893.83,0.0366,0.5319,0.1038,0.9771,0.9896,
2025-11-15,500635396,9700005700,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-15,500635396,9773660250,48,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-15,525368335,9811363528,17944,24,16.57,145,71,12,9.81,0.0013,0.0081,0.004,0.5,0.592,
2025-11-16,63563817,1841014603,732,14,16.31,63,57,10,10.41,0.0191,0.0861,0.0779,0.7143,0.6383,
2025-11-16,63563817,2526158329,70,0,0.0,1,0,0,0.0,0.0,0.0143,0.0,,,
2025-11-16,63563817,2874903000,216,4,7.44,27,7,3,5.61,0.0185,0.125,0.0324,0.75,0.754,
2025-11-16,63563817,4190988309,1143,6,7.3,45,7,6,7.3,0.0052,0.0394,0.0061,1.0,1.0,
2025-11-16,63563817,4190988310,561,21,29.91,53,10,4,5.36,0.0374,0.0945,0.0178,0.1905,0.1792,
2025-11-16,495403620,8878077181,490,342,250.39,446,420,342,250.39,0.698,0.9102,0.8571,1.0,1.0,
2025-11-16,495403620,9628223555,2776,32,33.43,246,56,27,28.89,0.0115,0.0886,0.0202,0.8438,0.8642,
2025-11-16,495817671,9630806627,2810,18,19.19,120,34,13,15.32,0.0064,0.0427,0.0121,0.7222,0.7983,
2025-11-16,500635396,9657930100,15776,605,1901.7,8172,1844,593,1888.59,0.0383,0.518,0.1169,0.9802,0.9931,
2025-11-16,525368335,9811363528,14631,9,5.78,68,27,7,4.79,0.0006,0.0046,0.0018,0.7778,0.8287,
2025-11-17,63563817,1841014603,499,11,12.05,45,39,7,5.29,0.022,0.0902,0.0782,0.6364,0.439,
2025-11-17,63563817,2526158329,60,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-17,63563817,2874903000,244,0,0.0,22,5,0,0.0,0.0,0.0902,0.0205,,,
2025-11-17,63563817,4190988309,790,11,16.84,25,4,4,5.58,0.0139,0.0316,0.0051,0.3636,0.3314,
2025-11-17,63563817,4190988310,439,17,26.63,47,9,5,6.75,0.0387,0.1071,0.0205,0.2941,0.2535,
2025-11-17,495403620,8878077181,435,332,243.83,418,392,332,243.83,0.7632,0.9609,0.9011,1.0,1.0,CTR极高
2025-11-17,495403620,9628223555,3422,25,21.41,249,57,18,17.3,0.0073,0.0728,0.0167,0.72,0.808,
2025-11-17,495817671,9630806627,2791,13,11.45,127,20,8,9.38,0.0047,0.0455,0.0072,0.6154,0.8192,
2025-11-17,500635396,9657930100,14934,557,1701.15,8063,1662,551,1695.55,0.0373,0.5399,0.1113,0.9892,0.9967,
2025-11-17,500635396,9700005700,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-17,525368335,9811363528,18498,17,11.31,66,31,10,7.91,0.0009,0.0036,0.0017,0.5882,0.6994,
2025-11-18,63563817,1841014603,996,28,25.03,154,136,23,18.32,0.0281,0.1546,0.1365,0.8214,0.7319,
2025-11-18,63563817,2526158329,90,1,0.34,0,0,0,0.0,0.0111,0.0,0.0,0.0,0.0,
2025-11-18,63563817,2874903000,645,13,18.92,94,24,10,16.13,0.0202,0.1457,0.0372,0.7692,0.8525,
2025-11-18,63563817,4190988309,1535,13,18.66,110,6,9,13.47,0.0085,0.0717,0.0039,0.6923,0.7219,
2025-11-18,63563817,4190988310,1152,22,34.45,141,36,3,4.79,0.0191,0.1224,0.0312,0.1364,0.139,
2025-11-18,495403620,8878077181,1646,1239,949.91,1598,1503,1237,948.87,0.7527,0.9708,0.9131,0.9984,0.9989,
2025-11-18,495403620,9628223555,7159,132,143.57,964,232,117,131.47,0.0184,0.1347,0.0324,0.8864,0.9157,
2025-11-18,495817671,9630806627,4726,34,32.55,244,45,25,24.68,0.0072,0.0516,0.0095,0.7353,0.7582,
2025-11-18,500635396,9657930100,10975,1061,3004.33,8715,3672,1057,2998.45,0.0967,0.7941,0.3346,0.9962,0.998,
2025-11-18,500635396,9700005700,9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-18,500635396,9773660250,56,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-18,525368335,9811363528,54743,131,94.41,542,399,84,65.58,0.0024,0.0099,0.0073,0.6412,0.6946,
2025-11-19,63563817,1841014603,1080,36,39.12,151,138,31,32.57,0.0333,0.1398,0.1278,0.8611,0.8326,
2025-11-19,63563817,2526158329,150,2,3.59,1,1,0,0.0,0.0133,0.0067,0.0067,0.0,0.0,
2025-11-19,63563817,2874903000,577,9,10.67,96,35,5,7.86,0.0156,0.1664,0.0607,0.5556,0.7366,
2025-11-19,63563817,4190988309,2136,11,14.74,115,10,8,10.76,0.0051,0.0538,0.0047,0.7273,0.73,
2025-11-19,63563817,4190988310,1755,51,74.37,229,80,23,32.16,0.0291,0.1305,0.0456,0.451,0.4324,
2025-11-19,495403620,8878077181,1513,1134,857.67,1474,1376,1134,857.67,0.7495,0.9742,0.9095,1.0,1.0,
2025-11-19,495403620,9628223555,6478,187,194.8,1084,336,177,186.0,0.0289,0.1673,0.0519,0.9465,0.9548,
2025-11-19,495817671,9630806627,5283,44,44.43,267,59,29,28.88,0.0083,0.0505,0.0112,0.6591,0.65,
2025-11-19,500635396,9657930100,20659,1741,6014.1,16437,5825,1738,6010.76,0.0843,0.7956,0.282,0.9983,0.9994,
2025-11-19,500635396,9700005700,11,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-19,500635396,9773660250,110,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-19,525368335,9811363528,43372,97,65.31,424,288,57,46.22,0.0022,0.0098,0.0066,0.5876,0.7077,
2025-11-20,63563817,1841014603,802,25,24.32,140,120,21,17.7,0.0312,0.1746,0.1496,0.84,0.7278,
2025-11-20,63563817,2526158329,109,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-20,63563817,2874903000,462,2,3.66,73,10,2,3.66,0.0043,0.158,0.0216,1.0,1.0,
2025-11-20,63563817,4190988309,1725,6,8.97,85,10,5,7.11,0.0035,0.0493,0.0058,0.8333,0.7926,
2025-11-20,63563817,4190988310,1572,65,105.15,229,82,11,15.6,0.0413,0.1457,0.0522,0.1692,0.1484,
2025-11-20,495403620,8878077181,1414,1005,788.41,1314,1248,1005,788.41,0.7107,0.9293,0.8826,1.0,1.0,
2025-11-20,495403620,9628223555,6810,120,125.46,1027,239,116,122.56,0.0176,0.1508,0.0351,0.9667,0.9769,
2025-11-20,495817671,9630806627,3608,16,17.89,152,35,13,14.65,0.0044,0.0421,0.0097,0.8125,0.8189,
2025-11-20,500635396,9657930100,20128,1588,5569.52,16110,5132,1580,5558.16,0.0789,0.8004,0.255,0.995,0.998,
2025-11-20,500635396,9700005700,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-20,500635396,9773660250,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-20,525368335,9811363528,32826,66,48.52,221,142,33,28.48,0.002,0.0067,0.0043,0.5,0.587,
2025-11-21,63563817,1841014603,947,26,27.04,154,121,23,24.13,0.0275,0.1626,0.1278,0.8846,0.8924,
2025-11-21,63563817,2526158329,57,0,0.0,3,0,0,0.0,0.0,0.0526,0.0,,,
2025-11-21,63563817,2874903000,590,18,26.97,113,28,14,23.37,0.0305,0.1915,0.0475,0.7778,0.8665,
2025-11-21,63563817,4190988309,1988,9,12.53,109,29,7,10.41,0.0045,0.0548,0.0146,0.7778,0.8308,
2025-11-21,63563817,4190988310,1751,67,104.95,249,77,21,30.07,0.0383,0.1422,0.044,0.3134,0.2865,
2025-11-21,495403620,8878077181,1611,1150,917.67,1515,1427,1150,917.67,0.7138,0.9404,0.8858,1.0,1.0,
2025-11-21,495403620,9628223555,7845,121,124.57,1032,277,103,108.49,0.0154,0.1315,0.0353,0.8512,0.8709,
2025-11-21,495817671,9630806627,4049,14,14.59,194,44,9,10.24,0.0035,0.0479,0.0109,0.6429,0.7019,
2025-11-21,500635396,9657930100,20330,1433,4631.88,15253,4418,1433,4631.88,0.0705,0.7503,0.2173,1.0,1.0,
2025-11-21,500635396,9700005700,16,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-21,500635396,9773660250,16,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-21,525368335,9811363528,37126,49,32.12,232,125,23,20.04,0.0013,0.0062,0.0034,0.4694,0.6239,
2025-11-22,63563817,1841014603,755,16,20.69,115,98,11,12.61,0.0212,0.1523,0.1298,0.6875,0.6095,
2025-11-22,63563817,2526158329,87,1,1.88,1,0,1,1.88,0.0115,0.0115,0.0,1.0,1.0,
2025-11-22,63563817,2874903000,468,10,17.73,91,30,10,17.73,0.0214,0.1944,0.0641,1.0,1.0,
2025-11-22,63563817,4190988309,1573,16,22.04,119,31,11,16.38,0.0102,0.0757,0.0197,0.6875,0.7432,
2025-11-22,63563817,4190988310,1538,36,57.31,201,68,9,13.39,0.0234,0.1307,0.0442,0.25,0.2336,
2025-11-22,495403620,8878077181,1401,927,710.92,1307,1212,925,708.66,0.6617,0.9329,0.8651,0.9978,0.9968,
2025-11-22,495403620,9628223555,6757,98,100.39,838,181,80,84.8,0.0145,0.124,0.0268,0.8163,0.8447,
2025-11-22,495817671,9630806627,3340,30,30.61,162,34,19,20.93,0.009,0.0485,0.0102,0.6333,0.6838,
2025-11-22,500635396,9657930100,23389,1247,3849.29,16706,3559,1238,3838.09,0.0533,0.7143,0.1522,0.9928,0.9971,
2025-11-22,500635396,9700005700,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-22,500635396,9773660250,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-22,525368335,9811363528,28716,46,28.69,214,119,19,15.56,0.0016,0.0075,0.0041,0.413,0.5423,
2025-11-23,63563817,1841014603,542,13,15.08,68,57,9,8.67,0.024,0.1255,0.1052,0.6923,0.5749,
2025-11-23,63563817,2526158329,49,1,1.87,2,1,0,0.0,0.0204,0.0408,0.0204,0.0,0.0,
2025-11-23,63563817,2874903000,220,6,8.4,50,16,5,7.71,0.0273,0.2273,0.0727,0.8333,0.9179,
2025-11-23,63563817,4190988309,831,4,5.13,68,5,4,5.13,0.0048,0.0818,0.006,1.0,1.0,
2025-11-23,63563817,4190988310,808,26,43.13,124,29,6,9.95,0.0322,0.1535,0.0359,0.2308,0.2307,
2025-11-23,495403620,8878077181,513,340,247.72,488,432,339,246.59,0.6628,0.9513,0.8421,0.9971,0.9954,
2025-11-23,495403620,9628223555,5504,61,58.16,918,195,56,54.34,0.0111,0.1668,0.0354,0.918,0.9343,
2025-11-23,495817671,9630806627,2080,16,15.55,100,14,9,9.97,0.0077,0.0481,0.0067,0.5625,0.6412,
2025-11-23,500635396,9657930100,5691,374,1084.39,4144,1335,373,1082.3,0.0657,0.7282,0.2346,0.9973,0.9981,
2025-11-23,500635396,9700005700,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-23,500635396,9773660250,60,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-23,525368335,9811363528,17290,32,21.36,316,114,21,17.55,0.0019,0.0183,0.0066,0.6562,0.8216,
2025-11-24,63563817,1841014603,491,10,11.83,38,30,5,3.75,0.0204,0.0774,0.0611,0.5,0.317,
2025-11-24,63563817,2526158329,45,1,1.88,2,0,1,1.88,0.0222,0.0444,0.0,1.0,1.0,
2025-11-24,63563817,2874903000,155,0,0.0,17,4,0,0.0,0.0,0.1097,0.0258,,,
2025-11-24,63563817,4190988309,763,5,3.74,52,11,4,3.13,0.0066,0.0682,0.0144,0.8,0.8369,
2025-11-24,63563817,4190988310,771,39,60.74,111,30,10,11.64,0.0506,0.144,0.0389,0.2564,0.1916,
2025-11-24,495403620,8878077181,453,269,183.88,391,325,269,183.88,0.5938,0.8631,0.7174,1.0,1.0,
2025-11-24,495403620,9628223555,6023,48,52.05,820,171,42,47.52,0.008,0.1361,0.0284,0.875,0.913,
2025-11-24,495817671,9630806627,2121,17,12.3,120,22,5,5.22,0.008,0.0566,0.0104,0.2941,0.4244,
2025-11-24,500635396,9657930100,5001,320,866.86,3512,1072,318,863.31,0.064,0.7023,0.2144,0.9938,0.9959,
2025-11-24,500635396,9700005700,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-24,500635396,9773660250,70,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-24,525368335,9811363528,18242,25,15.04,250,84,17,11.27,0.0014,0.0137,0.0046,0.68,0.7493,
2025-11-25,63563817,1841014603,1035,32,33.62,145,120,26,25.5,0.0309,0.1401,0.1159,0.8125,0.7585,
2025-11-25,63563817,2526158329,78,1,1.82,1,0,1,1.82,0.0128,0.0128,0.0,1.0,1.0,
2025-11-25,63563817,2874903000,548,9,13.92,111,35,9,13.92,0.0164,0.2026,0.0639,1.0,1.0,
2025-11-25,63563817,4190988309,1742,6,9.11,143,23,3,4.29,0.0034,0.0821,0.0132,0.5,0.4709,
2025-11-25,63563817,4190988310,1635,41,64.78,217,62,18,26.63,0.0251,0.1327,0.0379,0.439,0.4111,
2025-11-25,495403620,8878077181,1783,1252,936.61,1627,1522,1251,935.48,0.7022,0.9125,0.8536,0.9992,0.9988,
2025-11-25,495403620,9628223555,14830,150,157.52,1540,402,141,148.88,0.0101,0.1038,0.0271,0.94,0.9451,
2025-11-25,495817671,9630806627,3646,30,30.17,204,39,14,15.88,0.0082,0.056,0.0107,0.4667,0.5264,
2025-11-25,500635396,9657930100,18770,1321,3930.83,13197,4257,1312,3920.55,0.0704,0.7031,0.2268,0.9932,0.9974,
2025-11-25,500635396,9700005700,9,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-25,500635396,9773660250,24,1,0.1,0,0,0,0.0,0.0417,0.0,0.0,0.0,0.0,
2025-11-25,525368335,9811363528,35635,83,58.9,411,203,48,38.94,0.0023,0.0115,0.0057,0.5783,0.6611,
2025-11-26,63563817,1841014603,934,24,28.43,148,121,20,21.39,0.0257,0.1585,0.1296,0.8333,0.7524,
2025-11-26,63563817,2526158329,82,1,1.69,1,0,0,0.0,0.0122,0.0122,0.0,0.0,0.0,
2025-11-26,63563817,2874903000,524,18,26.82,108,38,14,24.14,0.0344,0.2061,0.0725,0.7778,0.9001,
2025-11-26,63563817,4190988309,1485,24,33.85,125,32,14,21.17,0.0162,0.0842,0.0215,0.5833,0.6254,
2025-11-26,63563817,4190988310,1717,47,76.8,232,64,11,15.98,0.0274,0.1351,0.0373,0.234,0.2081,
2025-11-26,495403620,8878077181,1619,1097,782.87,1429,1328,1095,780.61,0.6776,0.8826,0.8203,0.9982,0.9971,
2025-11-26,495403620,9628223555,10668,147,149.14,1181,318,131,136.8,0.0138,0.1107,0.0298,0.8912,0.9173,
2025-11-26,495817671,9630806627,3622,21,22.57,184,34,16,18.26,0.0058,0.0508,0.0094,0.7619,0.809,
2025-11-26,500635396,9657930100,29068,1502,4786.31,19062,4654,1498,4782.95,0.0517,0.6558,0.1601,0.9973,0.9993,
2025-11-26,500635396,9700005700,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-26,500635396,9773660250,24,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-26,525368335,9811363528,24936,53,36.12,242,142,26,21.53,0.0021,0.0097,0.0057,0.4906,0.5961,
2025-11-27,63563817,1841014603,973,35,38.88,136,117,28,28.14,0.036,0.1398,0.1202,0.8,0.7238,
2025-11-27,63563817,2526158329,135,1,1.88,3,1,1,1.88,0.0074,0.0222,0.0074,1.0,1.0,
2025-11-27,63563817,2874903000,533,14,24.59,117,40,12,21.37,0.0263,0.2195,0.075,0.8571,0.8691,
2025-11-27,63563817,4190988309,1436,7,11.19,110,16,7,11.19,0.0049,0.0766,0.0111,1.0,1.0,
2025-11-27,63563817,4190988310,1556,46,75.09,168,45,18,28.88,0.0296,0.108,0.0289,0.3913,0.3846,
2025-11-27,495403620,8878077181,1700,1095,740.52,1508,1412,1095,740.52,0.6441,0.8871,0.8306,1.0,1.0,
2025-11-27,495403620,9628223555,10775,131,130.64,911,243,118,120.92,0.0122,0.0845,0.0226,0.9008,0.9256,
2025-11-27,495817671,9630806627,3565,16,15.63,183,49,7,8.62,0.0045,0.0513,0.0137,0.4375,0.5515,
2025-11-27,500635396,9657930100,27571,1268,3838.93,17135,3693,1258,3826.97,0.046,0.6215,0.1339,0.9921,0.9969,
2025-11-27,500635396,9700005700,13,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-27,500635396,9773660250,58,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-27,525368335,9811363528,24325,30,20.09,232,140,16,13.22,0.0012,0.0095,0.0058,0.5333,0.658,
2025-11-28,63563817,1841014603,962,27,32.36,117,105,22,25.2,0.0281,0.1216,0.1091,0.8148,0.7787,
2025-11-28,63563817,2526158329,128,0,0.0,2,1,0,0.0,0.0,0.0156,0.0078,,,
2025-11-28,63563817,2874903000,586,13,19.25,116,35,10,16.52,0.0222,0.198,0.0597,0.7692,0.8582,
2025-11-28,63563817,4190988309,1496,13,15.68,116,18,7,7.69,0.0087,0.0775,0.012,0.5385,0.4904,
2025-11-28,63563817,4190988310,1738,55,88.98,216,43,15,22.07,0.0316,0.1243,0.0247,0.2727,0.248,
2025-11-28,495403620,8878077181,1590,1115,738.32,1500,1417,1114,737.46,0.7013,0.9434,0.8912,0.9991,0.9988,
2025-11-28,495403620,9628223555,17115,156,160.0,1140,307,139,148.26,0.0091,0.0666,0.0179,0.891,0.9266,
2025-11-28,495817671,9630806627,3549,16,17.16,142,30,12,13.11,0.0045,0.04,0.0085,0.75,0.764,
2025-11-28,500635396,9657930100,19997,987,2353.09,12071,2881,982,2348.02,0.0494,0.6036,0.1441,0.9949,0.9978,
2025-11-28,500635396,9700005700,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-28,500635396,9773660250,23,1,0.01,0,0,0,0.0,0.0435,0.0,0.0,0.0,0.0,
2025-11-28,525368335,9811363528,25832,47,33.93,221,143,33,26.53,0.0018,0.0086,0.0055,0.7021,0.7819,
2025-11-29,63563817,1841014603,799,30,32.86,126,101,25,25.09,0.0375,0.1577,0.1264,0.8333,0.7635,
2025-11-29,63563817,2526158329,77,0,0.0,2,0,0,0.0,0.0,0.026,0.0,,,
2025-11-29,63563817,2874903000,502,9,14.06,101,21,8,13.42,0.0179,0.2012,0.0418,0.8889,0.9545,
2025-11-29,63563817,4190988309,1395,3,3.45,99,15,2,1.72,0.0022,0.071,0.0108,0.6667,0.4986,
2025-11-29,63563817,4190988310,1347,19,27.9,181,45,8,10.18,0.0141,0.1344,0.0334,0.4211,0.3649,
2025-11-29,495403620,8878077181,1619,996,654.79,1332,1253,993,651.85,0.6152,0.8227,0.7739,0.997,0.9955,
2025-11-29,495403620,9628223555,20333,149,156.91,1285,368,124,133.47,0.0073,0.0632,0.0181,0.8322,0.8506,
2025-11-29,495817671,9630806627,3082,13,12.8,118,21,7,8.03,0.0042,0.0383,0.0068,0.5385,0.6273,
2025-11-29,500635396,9657930100,15671,795,2115.38,9571,2482,791,2108.54,0.0507,0.6107,0.1584,0.995,0.9968,
2025-11-29,500635396,9773660250,12,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-29,525368335,9811363528,22566,47,34.19,272,176,33,26.49,0.0021,0.0121,0.0078,0.7021,0.7748,
2025-11-30,63563817,1841014603,458,9,8.11,60,49,8,6.38,0.0197,0.131,0.107,0.8889,0.7867,
2025-11-30,63563817,2526158329,58,0,0.0,5,0,0,0.0,0.0,0.0862,0.0,,,
2025-11-30,63563817,2874903000,216,2,2.89,36,11,1,1.85,0.0093,0.1667,0.0509,0.5,0.6401,
2025-11-30,63563817,4190988309,840,5,5.81,34,8,3,3.43,0.006,0.0405,0.0095,0.6,0.5904,
2025-11-30,63563817,4190988310,828,24,37.89,120,33,9,12.57,0.029,0.1449,0.0399,0.375,0.3317,
2025-11-30,495403620,8878077181,568,353,232.9,522,467,352,231.77,0.6215,0.919,0.8222,0.9972,0.9951,
2025-11-30,495403620,9628223555,7307,77,73.16,636,206,66,66.39,0.0105,0.087,0.0282,0.8571,0.9075,
2025-11-30,495817671,9630806627,2050,8,8.8,87,22,5,6.14,0.0039,0.0424,0.0107,0.625,0.6977,
2025-11-30,500635396,9657930100,5402,285,736.68,3716,1047,284,735.02,0.0528,0.6879,0.1938,0.9965,0.9977,
2025-11-30,500635396,9773660250,13,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-11-30,525368335,9811363528,16715,22,14.1,138,97,14,10.62,0.0013,0.0083,0.0058,0.6364,0.7532,
2025-12-01,63563817,1841014603,445,10,14.62,51,44,7,9.46,0.0225,0.1146,0.0989,0.7,0.6471,
2025-12-01,63563817,2526158329,29,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-12-01,63563817,2874903000,162,4,5.91,21,5,2,3.72,0.0247,0.1296,0.0309,0.5,0.6294,
2025-12-01,63563817,4190988309,698,3,3.4,31,6,2,2.56,0.0043,0.0444,0.0086,0.6667,0.7529,
2025-12-01,63563817,4190988310,732,18,29.57,98,29,7,10.72,0.0246,0.1339,0.0396,0.3889,0.3625,
2025-12-01,495403620,8878077181,470,324,205.43,449,383,324,205.43,0.6894,0.9553,0.8149,1.0,1.0,
2025-12-01,495403620,9628223555,7535,65,64.84,551,179,60,60.27,0.0086,0.0731,0.0238,0.9231,0.9295,
2025-12-01,495817671,9630806627,2123,12,8.48,101,20,9,7.0,0.0057,0.0476,0.0094,0.75,0.8255,
2025-12-01,500635396,9657930100,4817,263,607.3,3325,930,261,605.0,0.0546,0.6903,0.1931,0.9924,0.9962,
2025-12-01,500635396,9773660250,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,,,
2025-12-01,525368335,9811363528,16913,14,9.39,80,50,8,6.75,0.0008,0.0047,0.003,0.5714,0.7188,
2025-12-02,63563817,1841014603,986,27,26.13,153,132,25,22.9,0.0274,0.1552,0.1339,0.9259,0.8764,
2025-12-02,63563817,2526158329,63,0,0.0,3,1,0,0.0,0.0,0.0476,0.0159,,,
2025-12-02,63563817,2874903000,658,16,20.86,119,37,11,17.09,0.0243,0.1809,0.0562,0.6875,0.8193,
2025-12-02,63563817,4190988309,1864,15,20.89,125,14,11,14.88,0.008,0.0671,0.0075,0.7333,0.7123,
2025-12-02,63563817,4190988310,1523,37,55.93,204,62,17,24.36,0.0243,0.1339,0.0407,0.4595,0.4355,
2025-12-02,495403620,8878077181,1722,1239,809.55,1618,1511,1239,809.55,0.7195,0.9396,0.8775,1.0,1.0,
2025-12-02,495403620,9628223555,18624,159,168.11,1291,323,134,146.65,0.0085,0.0693,0.0173,0.8428,0.8723,
2025-12-02,495817671,9630806627,3597,12,13.46,150,44,7,7.7,0.0033,0.0417,0.0122,0.5833,0.5721,
2025-12-02,500635396,9657930100,23477,1154,2832.81,15211,3546,1147,2823.4,0.0492,0.6479,0.151,0.9939,0.9967,
2025-12-02,500635396,9773660250,14,0,0.0,1,0,0,0.0,0.0,0.0714,0.0,,,
2025-12-02,525368335,9811363528,28344,43,27.96,205,94,12,9.62,0.0015,0.0072,0.0033,0.2791,0.3441,
2025-12-03,63563817,1841014603,991,35,42.38,150,126,27,29.04,0.0353,0.1514,0.1271,0.7714,0.6852,
2025-12-03,63563817,2526158329,103,0,0.0,8,1,0,0.0,0.0,0.0777,0.0097,,,
2025-12-03,63563817,2874903000,626,17,24.12,140,40,11,18.19,0.0272,0.2236,0.0639,0.6471,0.7541,
2025-12-03,63563817,4190988309,1886,10,13.66,134,18,9,12.52,0.0053,0.071,0.0095,0.9,0.9165,
2025-12-03,63563817,4190988310,1617,39,61.47,222,61,16,23.89,0.0241,0.1373,0.0377,0.4103,0.3886,
2025-12-03,495403620,8878077181,1645,1208,777.15,1605,1456,1206,776.07,0.7343,0.9757,0.8851,0.9983,0.9986,
2025-12-03,495403620,9628223555,5702,64,66.27,702,149,55,58.45,0.0112,0.1231,0.0261,0.8594,0.882,
2025-12-03,495817671,9630806627,3470,22,18.08,217,48,12,9.78,0.0063,0.0625,0.0138,0.5455,0.5409,
2025-12-03,500635396,9657930100,46821,1744,4892.66,23990,4409,1723,4863.12,0.0372,0.5124,0.0942,0.988,0.994,
2025-12-03,525368335,9811363528,18908,19,14.4,167,73,13,10.53,0.001,0.0088,0.0039,0.6842,0.7312,
2025-12-04,63563817,1841014603,963,27,30.77,133,111,23,23.49,0.028,0.1381,0.1153,0.8519,0.7634,
