关键词,消费额,点击量,累计消费占比,累计点击占比
1221,0.0,0,1.0000000000000022,1.0
1225,0.0,0,1.0000000000000022,1.0
1050,0.0,0,1.0000000000000022,1.0
1060,0.0,0,1.0000000000000022,1.0
1062,0.0,0,1.0000000000000022,1.0
1074,0.0,0,1.0000000000000022,1.0
1075,0.0,0,1.0000000000000022,1.0
5671,0.0,0,1.0000000000000022,1.0
5672,0.0,0,1.0000000000000022,1.0
5683,0.0,0,1.0000000000000022,1.0
5694,0.0,0,1.0000000000000022,1.0
5698,0.0,0,1.0000000000000022,1.0
5699,0.0,0,1.0000000000000022,1.0
1172,0.0,0,1.0000000000000022,1.0
1176,0.0,0,1.0000000000000022,1.0
1178,0.0,0,1.0000000000000022,1.0
1184,0.0,0,1.0000000000000022,1.0
1187,0.0,0,1.0000000000000022,1.0
1038,0.0,0,1.0000000000000022,1.0
1045,0.0,0,1.0000000000000022,1.0
1046,0.0,0,1.0000000000000022,1.0
1047,0.0,0,1.0000000000000022,1.0
919,0.0,0,1.0000000000000022,1.0
6588,0.0,0,1.0000000000000022,1.0
1137,0.0,0,1.0000000000000022,1.0
1148,0.0,0,1.0000000000000022,1.0
6649,0.0,0,1.0000000000000022,1.0
1151,0.0,0,1.0000000000000022,1.0
1158,0.0,0,1.0000000000000022,1.0
1161,0.0,0,1.0000000000000022,1.0
1169,0.0,0,1.0000000000000022,1.0
5720,0.0,0,1.0000000000000022,1.0
5728,0.0,0,1.0000000000000022,1.0
5736,0.0,0,1.0000000000000022,1.0
882,0.0,0,1.0000000000000022,1.0
886,0.0,0,1.0000000000000022,1.0
891,0.0,0,1.0000000000000022,1.0
904,0.0,0,1.0000000000000022,1.0
5873,0.0,0,1.0000000000000022,1.0
1081,0.0,0,1.0000000000000022,1.0
1087,0.0,0,1.0000000000000022,1.0
1098,0.0,0,1.0000000000000022,1.0
5758,0.0,0,1.0000000000000022,1.0
5787,0.0,0,1.0000000000000022,1.0
15,0.0,0,1.0000000000000022,1.0
6658,0.0,0,1.0000000000000022,1.0
5810,0.0,0,1.0000000000000022,1.0
1022,0.0,0,1.0000000000000022,1.0
1030,0.0,0,1.0000000000000022,1.0
1034,0.0,0,1.0000000000000022,1.0
851,0.0,0,1.0000000000000022,1.0
856,0.0,0,1.0000000000000022,1.0
860,0.0,0,1.0000000000000022,1.0
5916,0.0,0,1.0000000000000022,1.0
5917,0.0,0,1.0000000000000022,1.0
5918,0.0,0,1.0000000000000022,1.0
8,0.0,0,1.0000000000000022,1.0
966,0.0,0,1.0000000000000022,1.0
976,0.0,0,1.0000000000000022,1.0
5833,0.0,0,1.0000000000000022,1.0
5836,0.0,0,1.0000000000000022,1.0
5844,0.0,0,1.0000000000000022,1.0
5849,0.0,0,1.0000000000000022,1.0
5866,0.0,0,1.0000000000000022,1.0
867,0.0,0,1.0000000000000022,1.0
872,0.0,0,1.0000000000000022,1.0
273,0.0,0,1.0000000000000022,1.0
794,0.0,0,1.0000000000000022,1.0
799,0.0,0,1.0000000000000022,1.0
800,0.0,0,1.0000000000000022,1.0
805,0.0,0,1.0000000000000022,1.0
716,0.0,0,1.0000000000000022,1.0
719,0.0,0,1.0000000000000022,1.0
5893,0.0,0,1.0000000000000022,1.0
3485,0.0,0,1.0000000000000022,1.0
5898,0.0,0,1.0000000000000022,1.0
5900,0.0,0,1.0000000000000022,1.0
5910,0.0,0,1.0000000000000022,1.0
825,0.0,0,1.0000000000000022,1.0
834,0.0,0,1.0000000000000022,1.0
846,0.0,0,1.0000000000000022,1.0
850,0.0,0,1.0000000000000022,1.0
6009,0.0,0,1.0000000000000022,1.0
6014,0.0,0,1.0000000000000022,1.0
664,0.0,0,1.0000000000000022,1.0
671,0.0,0,1.0000000000000022,1.0
680,0.0,0,1.0000000000000022,1.0
681,0.0,0,1.0000000000000022,1.0
688,0.0,0,1.0000000000000022,1.0
6042,0.0,0,1.0000000000000022,1.0
5931,0.0,0,1.0000000000000022,1.0
5942,0.0,0,1.0000000000000022,1.0
5944,0.0,0,1.0000000000000022,1.0
5945,0.0,0,1.0000000000000022,1.0
5973,0.0,0,1.0000000000000022,1.0
763,0.0,0,1.0000000000000022,1.0
765,0.0,0,1.0000000000000022,1.0
775,0.0,0,1.0000000000000022,1.0
613,0.0,0,1.0000000000000022,1.0
615,0.0,0,1.0000000000000022,1.0
627,0.0,0,1.0000000000000022,1.0
643,0.0,0,1.0000000000000022,1.0
649,0.0,0,1.0000000000000022,1.0
6109,0.0,0,1.0000000000000022,1.0
6113,0.0,0,1.0000000000000022,1.0
6118,0.0,0,1.0000000000000022,1.0
729,0.0,0,1.0000000000000022,1.0
733,0.0,0,1.0000000000000022,1.0
753,0.0,0,1.0000000000000022,1.0
5976,0.0,0,1.0000000000000022,1.0
5979,0.0,0,1.0000000000000022,1.0
5985,0.0,0,1.0000000000000022,1.0
5987,0.0,0,1.0000000000000022,1.0
5996,0.0,0,1.0000000000000022,1.0
593,0.0,0,1.0000000000000022,1.0
596,0.0,0,1.0000000000000022,1.0
607,0.0,0,1.0000000000000022,1.0
608,0.0,0,1.0000000000000022,1.0
6175,0.0,0,1.0000000000000022,1.0
6177,0.0,0,1.0000000000000022,1.0
6190,0.0,0,1.0000000000000022,1.0
3386,0.0,0,1.0000000000000022,1.0
6051,0.0,0,1.0000000000000022,1.0
6054,0.0,0,1.0000000000000022,1.0
6069,0.0,0,1.0000000000000022,1.0
6076,0.0,0,1.0000000000000022,1.0
6077,0.0,0,1.0000000000000022,1.0
6086,0.0,0,1.0000000000000022,1.0
6095,0.0,0,1.0000000000000022,1.0
6098,0.0,0,1.0000000000000022,1.0
506,0.0,0,1.0000000000000022,1.0
510,0.0,0,1.0000000000000022,1.0
513,0.0,0,1.0000000000000022,1.0
533,0.0,0,1.0000000000000022,1.0
546,0.0,0,1.0000000000000022,1.0
457,0.0,0,1.0000000000000022,1.0
459,0.0,0,1.0000000000000022,1.0
467,0.0,0,1.0000000000000022,1.0
479,0.0,0,1.0000000000000022,1.0
6131,0.0,0,1.0000000000000022,1.0
3387,0.0,0,1.0000000000000022,1.0
563,0.0,0,1.0000000000000022,1.0
565,0.0,0,1.0000000000000022,1.0
567,0.0,0,1.0000000000000022,1.0
3392,0.0,0,1.0000000000000022,1.0
592,0.0,0,1.0000000000000022,1.0
6259,0.0,0,1.0000000000000022,1.0
6269,0.0,0,1.0000000000000022,1.0
6281,0.0,0,1.0000000000000022,1.0
408,0.0,0,1.0000000000000022,1.0
417,0.0,0,1.0000000000000022,1.0
424,0.0,0,1.0000000000000022,1.0
441,0.0,0,1.0000000000000022,1.0
451,0.0,0,1.0000000000000022,1.0
362,0.0,0,1.0000000000000022,1.0
367,0.0,0,1.0000000000000022,1.0
6202,0.0,0,1.0000000000000022,1.0
6203,0.0,0,1.0000000000000022,1.0
6206,0.0,0,1.0000000000000022,1.0
6208,0.0,0,1.0000000000000022,1.0
6211,0.0,0,1.0000000000000022,1.0
6222,0.0,0,1.0000000000000022,1.0
386,0.0,0,1.0000000000000022,1.0
393,0.0,0,1.0000000000000022,1.0
6291,0.0,0,1.0000000000000022,1.0
6294,0.0,0,1.0000000000000022,1.0
6299,0.0,0,1.0000000000000022,1.0
6306,0.0,0,1.0000000000000022,1.0
6351,0.0,0,1.0000000000000022,1.0
6359,0.0,0,1.0000000000000022,1.0
282,0.0,0,1.0000000000000022,1.0
283,0.0,0,1.0000000000000022,1.0
290,0.0,0,1.0000000000000022,1.0
314,0.0,0,1.0000000000000022,1.0
488,0.0,0,1.0000000000000022,1.0
3600,0.0,0,1.0000000000000022,1.0
500,0.0,0,1.0000000000000022,1.0
503,0.0,0,1.0000000000000022,1.0
6363,0.0,0,1.0000000000000022,1.0
6365,0.0,0,1.0000000000000022,1.0
6390,0.0,0,1.0000000000000022,1.0
6402,0.0,0,1.0000000000000022,1.0
6407,0.0,0,1.0000000000000022,1.0
6409,0.0,0,1.0000000000000022,1.0
6418,0.0,0,1.0000000000000022,1.0
6428,0.0,0,1.0000000000000022,1.0
231,0.0,0,1.0000000000000022,1.0
247,0.0,0,1.0000000000000022,1.0
265,0.0,0,1.0000000000000022,1.0
266,0.0,0,1.0000000000000022,1.0
267,0.0,0,1.0000000000000022,1.0
269,0.0,0,1.0000000000000022,1.0
373,0.0,0,1.0000000000000022,1.0
3603,0.0,0,1.0000000000000022,1.0
6488,0.0,0,1.0000000000000022,1.0
6492,0.0,0,1.0000000000000022,1.0
6505,0.0,0,1.0000000000000022,1.0
6514,0.0,0,1.0000000000000022,1.0
6447,0.0,0,1.0000000000000022,1.0
6451,0.0,0,1.0000000000000022,1.0
6461,0.0,0,1.0000000000000022,1.0
6470,0.0,0,1.0000000000000022,1.0
6473,0.0,0,1.0000000000000022,1.0
167,0.0,0,1.0000000000000022,1.0
173,0.0,0,1.0000000000000022,1.0
178,0.0,0,1.0000000000000022,1.0
216,0.0,0,1.0000000000000022,1.0
221,0.0,0,1.0000000000000022,1.0
332,0.0,0,1.0000000000000022,1.0
348,0.0,0,1.0000000000000022,1.0
3622,0.0,0,1.0000000000000022,1.0
3698,0.0,0,1.0000000000000022,1.0
17,0.0,0,1.0000000000000022,1.0
18,0.0,0,1.0000000000000022,1.0
90,0.0,0,1.0000000000000022,1.0
98,0.0,0,1.0000000000000022,1.0
99,0.0,0,1.0000000000000022,1.0
100,0.0,0,1.0000000000000022,1.0
120,0.0,0,1.0000000000000022,1.0
121,0.0,0,1.0000000000000022,1.0
122,0.0,0,1.0000000000000022,1.0
127,0.0,0,1.0000000000000022,1.0
143,0.0,0,1.0000000000000022,1.0
152,0.0,0,1.0000000000000022,1.0
155,0.0,0,1.0000000000000022,1.0
164,0.0,0,1.0000000000000022,1.0
276,0.0,0,1.0000000000000022,1.0
6435,0.0,0,1.0000000000000022,1.0
6444,0.0,0,1.0000000000000022,1.0
6446,0.0,0,1.0000000000000022,1.0
3750,0.0,0,1.0000000000000022,1.0
3791,0.0,0,1.0000000000000022,1.0
3794,0.0,0,1.0000000000000022,1.0
3814,0.0,0,1.0000000000000022,1.0
3816,0.0,0,1.0000000000000022,1.0
3819,0.0,0,1.0000000000000022,1.0
3821,0.0,0,1.0000000000000022,1.0
3835,0.0,0,1.0000000000000022,1.0
3840,0.0,0,1.0000000000000022,1.0
3844,0.0,0,1.0000000000000022,1.0
3857,0.0,0,1.0000000000000022,1.0
229,0.0,0,1.0000000000000022,1.0
