序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长(秒),累计消费占比,累计点击占比
1890,4465,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1894,4483,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1895,4494,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1896,4508,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1898,4526,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1900,4530,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1903,4545,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1906,4556,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1908,4573,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1910,4583,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1912,4601,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1916,4616,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1990,5085,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1919,4631,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1920,4635,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1924,4647,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1928,4665,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1930,4696,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1931,4701,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1933,4712,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1934,4717,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1937,4728,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1942,4761,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1944,4771,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1945,4778,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1946,4793,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1947,4802,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1948,4806,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2020,5234,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1953,4832,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1956,4846,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1962,4901,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1964,4931,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1965,4934,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1969,4944,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1972,4958,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1973,4959,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1974,4966,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1979,5006,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1981,5024,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1982,5029,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1986,5051,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1988,5072,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1989,5084,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2050,5466,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1991,5091,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1993,5103,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1996,5118,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1997,5138,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
1998,5148,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2001,5163,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2003,5175,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2005,5184,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2006,5187,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2007,5188,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2009,5204,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2010,5207,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2015,5223,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2016,5226,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2019,5232,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2088,5672,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2022,5254,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2025,5264,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2026,5266,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2029,5302,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2030,5306,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2033,5317,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2036,5328,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2037,5346,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2038,5365,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2039,5375,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2041,5380,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2042,5391,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2044,5397,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2046,5413,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2047,5420,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2131,5931,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2052,5475,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2059,5502,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2060,5504,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2063,5509,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2068,5536,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2070,5543,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2072,5578,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2073,5583,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2074,5584,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2077,5593,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2078,5594,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2080,5605,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2083,5637,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2085,5656,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2087,5661,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2133,5964,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2134,5979,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2135,5985,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2136,5996,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2137,6009,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2181,6402,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2182,6407,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2183,6409,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2184,6418,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2185,6428,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2189,6444,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2156,6208,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2089,5683,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2091,5694,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2092,5698,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2094,5720,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2177,6365,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2195,6473,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2199,6488,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2201,6492,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2208,6529,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2210,6547,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2214,6583,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2215,6588,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2219,6615,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2221,6621,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2222,6631,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2167,6291,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2226,6658,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2169,6306,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2154,6202,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
2155,6206,525368335,9811363528,0.0,0,0,,,0.9999999999999992,1.0
